,review_score,review_comment_message
22357,5,"produto entregue bem antes do prazo, tudo em
ordem. otimo vendedor. vou comprar novamente.
recomendo,podem comprar sem duvida"
22358,4,"Produto de boa qualidade, entregue no prazo combinado. A lannister está d parabéns"
22359,5,Ótimo negócio
22360,4,"SO TIVE UM PROBLEMINHA COM A CAEIRA, QUE DEPOIS DE MONTADA ELA FICOU BAMBA"
22361,2,Ótima loja totalmente responsável com o cliente. Um Exemplo
22362,1,"Não foi entregue a máscara reconstrutora, o selante veio mal embalado e vazou muito. O produto não tinha lacre na tampa. Não recomendo. Muito ruim. "
22363,5,Produto conforme características no anúncio OBRIGADO! 
22364,3,Muito bom a compra
22365,5,"Produto lindo,adorei!!"
22366,5,Bom Produto
22367,5,Adorei o produto.
22368,3,Bom
22369,5,Foi enviado corretamente e chegou bem rápido 👍
22370,5,Produto de ótima qualidade porém e entregue pelos Correios que nunca entregam em casa.
22371,1,Ainda não recebi o produto. Preciso dele com urgência
22372,5,Sem nenhum problema.
22373,4,"Produto dentro do esperado 
Estampas diversas e bonitas 
Ainda não testei para ver se enxuga bem."
22374,5,Cadeira resistente confortável porem um pouco pesada... Recomendo! 
22375,2,Preciso do produto urgentemente e ele não chegou no prazo e até hoje eu espero. 
22376,1,"Não recebi o produto. stark disse que acabou em estoque. ME deram um vale compra, mas quero o dinheiro de volta (estorno). E até agora não sei como solicita o estorno. Como faço? Grato"
22377,1,não recebi o produto
22378,1,"O CARTUCHO QUE ME ENVIARAM NÃO É ORIGINAL, E A IMPRESSORA NÃO ESTÁ ACEITANDO O PRODUTO.
QUERO MEU DINHEIRO DE VOLTA."
22379,1,"Entendo que devido a greve dos caminhoneiros tenha atrapalhado as operações, porém, a empresa já teve o tempo hábil para entregar todos os pedidos pendentes."
22380,5,"Não tenho nada a reclamar, os dois produtos que eu comprei de vocês estão entregues dentro do prazo. "
22381,5,"Muito bem embalado.
Chegou dentro do prazo estipulado.
"
22382,5,Produto foi entregue conforme combinado. 
22383,1,Até agora n recebi meu produto tô esperando e vcs n me dero nem uma satisfação
22384,3,"a entrega foi feita no prazo, a qualidade do produto é regular, mas se for comparada ao preço está bom e fica bonito. Quanto a loja tudo ok."
22385,2,"não quero o produto, não serviu pra minha sala."
22386,2,Material de pessima qualidade...
22387,5,"Chegou 20 dias antes do prazo, perfeito"
22388,5,"Gostei muito da rede, obg"
22389,5,TUDO OK
22390,5,Ótima loja entrega é excelente
22391,5,"Muito bom. Super recomendado, recebi bem antes do prazo e o produto ótimo. Parabéns. "
22392,5,Super lindos meus muranos. 
22393,5,entregue antes do prazo! 
22394,3,"Colocando a capa contra a luz, vejo que ela tem uma parte sem a tinta, não sei se eh apenas estético ou se isso irá deixar passar água "
22395,5,bom
22396,3,O prazo de entrega foi longo demais
22397,5,"Otimo.perfeito,acabamento muito bom.forrado"
22398,4,"Produto excelente , pontualidade na entrega e bom preço."
22399,1,Não recebi o produto e a loja não apresenta qualquer solução para o problema.
22400,5,Recomendo muito bom 
22401,1,Marca como entregue 2 produtos....mas na realidade recebi apenas 1....Falta tapete de borboleta 
22402,1,"Quero meu produto entregue
"
22403,4,"ENTREGA RAPIDA, PRODUTO ATENDE EXPECTATIVA, SATISFEITO COM A COMPRA."
22404,5,Jogo de lençol muito lindo...macio e aconchegante...ficou linda a minha cama.. 
22405,5,"Roteador cumpre o que promete, realmente atravessa paredes."
22406,5,Adorei!!
22407,5,Atendeu corretamente a expectativa e dentro do prazo. Recomendo.
22408,3,"EU FIZ A COMPRA DE 3 CORTINA, RECEBI APENAS DUAS, O QUE ACONTECEU COM A TERCEIRA CORTINA?"
22409,1,Insatisfeito porque não consigo saber o motivo do atraso nem chega nada informando 
22410,1,"Apenas o primeiro quadro foi entregue. O segundo deles, no valor de 119,90 não constava na embalagem. Como proceder?? "
22411,1,Recebi somente o cartucho hp 93 colorido. Mas comprei junto com o cartucho hp 92. Veio incompleto! Como faço? 
22412,1,O produto não chegou .
22413,4,"Bom atendimento, recebi antes do previsto , chegou em perfeitas condições "
22414,5,?
22415,2,Produto q n tinha na loja..receber n um produto q n gostei..
22416,5,Tudo perfeito
22417,5,"O produto chegou antes do prazo, vem bem embalado, o que evita quebra. Amei o produto, super lindo."
22418,3,A demora para entrega e rastreamento do produto foi muito dificultosa
22419,5,Produto conforme descrito. Gostei muito do produto. 
22420,4,Entrega no prazo e qualidade do produto ofertado.
22421,5,Produto bom!
22422,3,"Recebi o produto e recomendo. comprei 03 relógios e eles atendem minha necessidade, perém um deles veio trincado."
22423,5," Estou muito satisfeito com a compra que fiz, produto ótimo e entrega antes do período, parabéns pela competência. "
22424,5,Produto cfe o anunciado! Entregue no prazo...
22425,5,"Ótima Loja. Fiquei contente com a compra, a entrega chegou antes do previsto."
22426,5,"Entregou tudo muito bem embalado, amei. Amo esse fone por isso já comprei 3 pra família toda."
22427,5,Tudo correu dentro do previsto. Obrigada!
22428,5,"COMPREI PELA PRIMEIRA VEZ E TUDO VEIO EM PERFEITA ORDEM E DENTRO DO PRAZO, ATÉ CHEGOU BEM ANTECIPADO APESAR DA GREVE DE CAMINHONEIROS."
22429,5,Muito bom
22430,5,Rápido
22431,3,Tirando a demora..o produto chegou e gostei do material ficou muito bonito em ninha sala
22432,4,"Chegou rápido, mas ainda falta um produto que comprei junto(henna de outras loja). Achei o frete caro."
22433,1,"Cobrei uma posição após os correios informarem que não receberam o produto e a empresa não deu resposta. Nem percam tempo tentando comprar com esta empresa, estou cancelando a compra. Péssimo!"
22434,1,"Acredito que a baratheon tenha um nome a zelar. Não é admissível, ter uma empresa parceira, que não comunique que não tem o produto para entregar e cancele a venda. Deixa o cliente reclamar."
22435,5,Parabéns chegou bem antes do prazo eu recomendo nota 10
22436,5,Estou muito satisfeita.
22437,3,Bom
22438,1,"Paguei frete e tive que buscar o produto. Sem falar q o frete foi caro. Demorou para chegar.
Só acho que o frete tinha que ser mas barato. O frete acaba saindo no valor do produto ou mas caro. "
22439,3,"O produto apresenta claros sinais de uso, com algumas partes desgastadas. Definitivamente não é novo."
22440,5,Sempre como aqui na loja ! Ótimo atendimento ! Loja de confiança 
22441,4,"O travesseiro vem com uma telinha costurada e não consigo vê-lo direito, contudo percebe-se que se trata realmente do produto ofertado! O gel só da um alívio no calor se você não colocar a fronha :("
22442,3,Nesta compra aconteceu que o produto veio errado mas o problema já foi solucionado
22443,5,Nada a reclamar
22444,4,Estou gostando muito do stark.só queria que almentasse meu limite.pra eu poder usufruir mais.
22445,5,muito bom
22446,5,"estou muito satisfeita,continuem assim ;pois só tem a crescer suas empresas...PARABÈNS!"
22447,3,Prazo muito longo para entrega
22448,2,"Só achei o carteiro de muita má vontade. Moro no quarto andar, estou grávida e só estávamos eu e minha avó já idosa em casa no momento da entrega, e ele se recusou a subir. Absurdo"
22449,4,Otima compra
22450,5,Entrega antes do previsto!
22451,3,"Produto chegou dentro do prazo. Só que o prazo é muito grande pra um produto pequeno. Sinceramente não comprarei mais nesta loja , devido a um prazo muito grande para entregar um produto."
22452,3,"Recomendo, porém a película veio com problemas."
22453,4,produto entregue em perfeito estado
22454,5,"O produto veio intacto, funcionando bem e o frete antes do prazo"
22455,5,"valeu, as carlotas vieram intatas"
22456,2,"O produto não corresponde as imagens do site, as rodas eram em amarelo fluorescente e vieram em verde, uma das rodas não gira como as outras e não tem o mesmo desenho. A marca também era outra."
22457,5,Muito bom obrigado 
22458,2,Minha casa fica a 100 metros dos correios.Disseram que a casa estava fechada ma não me ligaram apesar de ter meus números.
22459,5,Eu recomendo aos meus amigos porque fui bem atendido na compra e na entrega tudo 0k
22460,2,Vou precisar trocar o produto porque a cor da lâmpada está errada.
22461,5,"entrega no prazo, bem embalado, vlw obrigado a equipe "
22462,5,Chegou no prazo. Minha filha adorou.
22463,5,"Gostei das toalhas, tamanho bom , cores vivas. Recomendo "
22464,2,"O drone é lindo , porém a bateria não dura nada, e é um pouco chatinho de montar."
22465,4,Valor frete elevado 
22466,5,Recebi tudo no prazo
22467,4,"Entrega rápida, muito antes do prazo. Produto bem embalado. Recomendo a loja."
22468,4,"Gostei do produto 
Mais poderia ser entregue em casa ao invés de ir pros correios "
22469,5,"Muito boa entregaram muito antes do prazo.minha entrega era só dia 26 de março e eu já recebi um mês antes.
Excelente "
22470,1,"Minha solicitação de devolução do produto não foi respondida pelo vendedor targaryen, mesmo estando dentro do prazo legal para desistência em compras on-line."
22471,5,"Chegou antes do prazo, e em perfeito estado. Muito bem embalado."
22472,5,"Bom atendimento, fácil para comprar, entrega antes do prazo estabelecido."
22473,5,"Fizeram confusão. A entrega foi feita para o Minas Tenis Clube e não em meu nome.Eu mencio ei o Minas, como referência da minha residência. "
22474,4,"produto de qualidade, e com entrega mais agil que o produto adquirido na própria lannister. "
22475,5,Produto entregue conforme o descrito e no prazo previsto!! Muito bom!!!
22476,2,"Eles até fizeram contato comigo durante a compra, pois eu já tinha efetivado o pagamento, quando perceberam que não tinha o produto no estoque, daí me consultaram e perguntaram se eu t como trocar."
22477,4,Ótimo produto..lindo
22478,5,produto bom 
22479,5,"Estou muito satisfeita com o atendimento . 
Maravilhoso trabalho ."
22480,5,Produto belíssimo super recomendo.
22481,5,"Olá, produto chegou antes do previsto
Prazo."
22482,4,Modelo de tapete incompatível com o carro descrito no anúncio.
22483,5,"chegou bem antes do prazo , produto d boa qualidade e fácil d montar"
22484,5,Parabéns show 
22485,4,Produto maravilhoso. Entrega rapida
22486,5,"este dourado eu adorei, ja aquele prata eu nao gostei, mas so vi que era tao ruim depois que lavei e coloquei na cama, o dourado e muito bom"
22487,2,estampa diferente do anunciado
22488,5,Muito bom
22489,4,Produto entregue dentro doprazo
22490,1,Trata-se presente p/criança. Questionei por e-mail a stark e nenhuma resposta recebi. Eu pedi INFORMAÇÕES S/ ENTREGA mas curiosamente pedido foi cancelado sem minha solicitação. Cadê meu dinheiro?
22491,5,Recomendo essa.loja.entrega antes.do prazo.
22492,4,"Embora a descrição diga que o produto é super resistente, ele aparenta maior fragilidade, mas funciona. Falta um manual de instruções sobre a regulação do tamanho, o que pode resultar em avarias."
22493,2,Não recebi o produto
22494,4,produto é bom pelo menos até o momento não tenho o que reclamar só o correio que demora pra entregar 
22495,5,"O carregador é o Original da Asus da linha Zenfone, tem carregamento Turbo e tudo mais, podem comprar!!! Estou muito satisfeito!"
22496,5,chegou antes do previsto
22497,5,bom
22498,3,"Lindo, só faltou uma caixa bonita."
22499,1,"Só recebi um item e já está marcado como recebido no site das lannister e nos correios, além de a loja não responder o contato."
22500,2,"Produto inferior ao esperado. O mesmo foi comprado em mente a se obter o original do Google, não uma replica mal feita. 

Sem mais

Luis Fernando Brandao"
22501,1,"o vendedor anuncia que o toner é compatível com minha impressora, porém não é, ao colocar o toner na impressora não se consegue fechar a tampa. o que impossibilita o uso dela."
22502,5,chegou super rápido... fiz o pedido dia 18.07 chegou dia 20.07... em perfeitas condiçoes
22503,5,"MUITO BOM O PRODUTO E A ENTREGA, RECOMENDO A TODOS"
22504,5,Recebi dentro do prazo.
22505,5,Produto perfeito e entregue antes do prazo!!
22506,5,PRODUTO CHEGOU NO PRAZO CERTO
22507,5,"Produto de alta qualidade, entrega no prazo e preço show de bola."
22508,1,"Na descrição do produto no site da lannister havia informação que Painel tamanho 3,05 metros de largura x 2,40 metros de altura.
Na embalagem contem 03 rolos de 102 cm de largura , foi o que comprei"
22509,1,veio na medida errada e já solicitei a devoluçao
22510,3,"O produto em si é bom, mas não veio os parafusos de fixação. "
22511,5,RECOMENDO LOJA E PRODUTO
22512,5,Profissionalismo
22513,5,"Produto de qualidade, entrega foi realizada antes do prazo e muito bem embalado..."
22514,1,Estou aguardando meu produto.
22515,5,Muito rapido antes do prazo 
22516,4,GOSTEI DO PRODUTO E ENTREGARAM ANTES DO PRAZO
22517,4,produto chegou correto e antes do prazo
22518,5,Muito bom o apoio
22519,3,"Loja de confiança e entrega dentro do prazo porém por falta de um SAC fica complicado de resolver alguns assuntos,em relação a mercadoria fiquei um pouco frustrado por ser um produto de baixa qualidad"
22520,5,Produto bem embalado chegou no prazo estabelecido
22521,5,"Excelente!!

"
22522,5,"A bomba é ótima, não dói e é fácil de ser utilizada."
22523,5,"Produto lindo, entrega rápida "
22524,4,Frete incompatível com o praticado no mercado se adquirido através do stark. Opte por comprar diretamente da loja.
22525,5,"Conforme o prometido e chegando bem rápido, gostei e recomendo. "
22526,2,"Não recebi o Kit ainda das tres luminárias. Sabem me informar, por favor, o status. Obrigada,"
22527,1,Eu comprei 2 caixas de lente de contato. Uma de -0.75 e outra de -1.25. Apenas recebe a de -0.75. E na nota fiscal estava discriminado os dois produtos. Mandei email e até o momento não responderam 
22528,1,"a loja enviou outro produto no lugar, sem previa autorização"
22529,5,"Produto chegou antes do prazo previsto, bem embalado e conforme a descrição."
22530,1,Meu pedido funcionou somente 1 dia o que fazer?
22531,4,O kit de cloreto de magnésio vale mais a pena do que comprar individualmente nas farmácias e drogarias.
22532,5,São inúmeras as vezes a qual comprei e continuo a comprar com o stark recomendo sempre com preços excelentes entrega dentro do prazo e entregue em perfeito estado
22533,5,muito bom
22534,5,Comprei este produto adorei os benefícios que contém nele. A entrega foi satisfatória!!!
22535,2,"No pedido foi feito encomendando 2 unidades, porém recebi apenas 1 unidade e na nota fiscal constam as 2 unidades. "
22536,2,NÃO RECEBI MEUS PRODUTOS
22537,5,gostei do produto
22538,1,Falta de respeito com o cliente já se passaram 5 dias de um prazo de mais de 20 dias para entrega e não recebi um respaldo sobre
22539,5,"O produto é igual ao descrito no site, entrega rápida, super confiável."
22540,1,Comprei um cabo Apple carregador de bateria de celular e recebi um cabo USB de computador made in China sem sequer marca.
22541,4,bom de muita utilidade
22542,5,O produto chegou corretamente e antes do prazo
22543,1,"Nao Recomento, vendem produtos indisponivel no estoque. Depois temos que esperar a boa vontade do estorno."
22544,1,"Não recebi o produto até a data estipulada, sendo que o tempo para remessa era enorme, infelizmente não sei se foi problema dos correios ou a loja fez algo errado na remessa."
22545,2,"Foram comprados 2 produtos, que seriam entregues pelo mesma loja e fornecedor. Entretanto, somente um dos produtos foi entregue. O outro não foi, e consta no sistema como enviado.
Sem resposta da loj"
22546,4,"gostei, recomendaria"
22547,5,Gostei muito
22548,2,achei a cor fraca
22549,4,ok
22550,4,otimo
22551,4,"Produto conforme a descrição. 
Entrega rápida."
22552,5,Superou minhas expectativas pois tinha um prazo longo de entrega e chegou bem antes do esperado. 
22553,5,Veio muito antes da data prevista!
22554,5,"produto otimo
"
22555,1,Não consigo avaliar algo que ainda não recebi. 
22556,1,Quero meu dinheiro de volta. 
22557,4,gostei
22558,1,O PRODUTO DESCOLOU E ATÉ AGORA NAO RESPONDERAM E UMA VERGONHA
22559,4,"Recebi um produto que não veio conforme eu pedi, recebi outro"
22560,5,"Gostei< produto bom, recebi antes do prazo."
22561,1,"Embora o produto tenha vindo correto, passou 10 dias do prazo máximo de entrega. Como a entrega foi feita pelos correios, poderiam ter encaminhado mais cedo, para que não houvesse esse transtorno"
22562,5,"todas compras feitas, eu recebo no prazo, ótimo atendimento."
22563,4,lindo o produto
22564,5,Minha esposa amou.
22565,1,"Recebi um produto que não era o que estava exposto no site, pois na foto do site mostra uma pelicula transparente e na hora que eu abrir a embalagem, a pelicula era amarela."
22566,1,ATE O MOMENTO NÃO RECEBI NADA AINDA ESTOU NO AGUARDO ATE AGORA 
22567,5,"CHEGOU ANTES DO PRAZO ESTABELECIDO, TUDO PERFEITO"
22568,5,Sempre dentro do prazo! Recomendo!
22569,4,"Produto conforme foto, entregue no prazo."
22570,5,"Produto entregue rápido, e conforme descrito. "
22571,1,"Recebi o carregador, mas ele veio com defeito. Não está carregando o celular. Como realizo a troca?"
22572,5,Otimo
22573,4,O produto chegou fora do prazo de entrega de 14/03 foi entregue 15/03.
22574,5,"Entrega bem antes do prazo, produto ótimo.
Recomendo"
22575,2,"O sabor do produto veio errado, comprei de tangerina, recebi de frutas vermelhas. "
22576,5,"adorei o produto, vou comprar outro."
22577,2,Até o momento não recebi o produto !
22578,5,"Otimo a entrega, muito rápido "
22579,3,Eu preferia que TODO o pedido fosse entregue em um só dia.
22580,5,Sem surpresas desagradáveis. Td como planejado e chegou bem rápido 
22581,5,"muito bom obrigado pelo atendimento, eu recomendo"
22582,3,FIQUEI SATISFEITA
22583,4,muito platico
22584,2,"Veio faltando 1 kit de pendentes!!!!! Aguardando a solução. Eu pedi e paguei por 2 kits, ou seja 4 pendentes!!!!"
22585,5,"Preço bom, prazo de entrega curto e produto entregue corretamente sem defeitos aparentes."
22586,4,"recebi o produto antes da data marcada,estou aguardando resultado pois comecei a tomar o remedio tem apenas dois dias."
22587,5,"Gostei, bonito e pratico!"
22588,5,Chegou perfeito estado correio levou um tempinho pra entregar
22589,4,"O jogo é aparentemente é bom.. só tive q fazer os arremates,(muita linha solta) mas as costuras parecem ser resistentes.... "
22590,3,"Comprei três unidades de um mesmo produto e me entregaram apenas duas.Mas estou aguardando,pois o prazo para entrega é até dia 07/05/2018.Só acho que, se é o mesmo produto,deveriam entregar tudo junto"
22591,5,Produto exatamente o que estava descrito.adorei ótima compra eu recomendo
22592,4,Gostei muito do meu papel de parede. Compra facil. Entrega no prazo.
22593,5,"Entrega rápida, o produto chegou 16 dias antes do prazo. Produto muito bom."
22594,1,"GOSTARIA DE UMA SOLUÇÃO, ESTOU PRECISANDO MUITO DO PRODUTO."
22595,1,"O produto foi entregue, mas a cor é diferente, é manchado! Parece que jogaram água sanitária. Não é harmônica a cor. "
22596,1,Produto. Veio enrolado em plastico bolha 
22597,1,SIMPLESMENTE NÃO RECEBI O PRODUTO.
22598,3,"Eu recebi o produto,mas fiquei muita chateada da forma como ele estava quando abri a embalagem...o produto estava um pouco danificado, estava descascado, arranhado."
22599,5,Entrega dentro do prazo e o produto (aparelho auditivo) atendeu às expectativas. Tudo certo!
22600,4,"super recomendo ,chegou antes do prazo e o produto de oóima qualidade "
22601,5,Produto ótimo. De ótima qualidade. Meus felinos adoram.
22602,4,só não recebi a nota fiscal
22603,5,muito bom
22604,5,Produto entregue antes da data. 
22605,1,"Não entregaram o produto certo e não querem entregar enquanto não devolvermos o errado 
Não irei devolver enquanto nao receber o certo "
22606,1,Esperava mais do produto. Muito duro o puxador da mala e a lancheira veio vazia. Esperava ao menos um squeezi e um potinho. Não valeu a pena pelo preço. Produto deixou a desejar. 
22607,5,Muito bom
22608,5,"Adorei o produto, condiz com as imagens, a entrega foi no tempo recorde."
22609,4,Otimo.
22610,3,"ÓTIMO PRODUTO EM TODOS OS ASPECTOS, PORÉM COMPREI 02 E SÓ RECEBI 01, ESTOU ESPERANDO UMA RESPOSTA PARA SABER SE IREI RECEBER A OUTRA LUMINÁRIA."
22611,4,boa...
22612,5,compra fácil e site recomendado
22613,1,"voces se tornaram corruptos,paguei e ainda nao recebi o produto"
22614,1,"Por favor, peço que chequem o porque do produto não ter sido entregue."
22615,3,A PELICULA ANUNCIADA É DE VIDRO E VEIO DE SILICONED
22616,1,"Fiz o pedido de uma base 300 revlon e um pó revlon, paguei pelos dois. O pedido foi feito no dia 24/06/2018 e na entrega chegou apenas o pó, a base não estava junto. "
22617,5,"Entrega antes do prazo, produto muito bom, além de bonito, meu filho está amando!"
22618,5,"Amei o produto, é muito bonito e veio bem embalado. Adorei"
22619,5,Tudo super certo.
22620,2,A NF foi entregue mas até agora nada dos produtos. Aguardando a entrega para recomendar a loja.
22621,5,"Excelente produto, de ótima qualidade, chegou a encomenda antes do prazo estipulado. Recomendo o produto e a loja."
22622,5,mesinha linda e perfeita
22623,4,"Produto entregue antes do prazo, muito bom. "
22624,2,"Péssimo atendimento, não entregam no prazo, sem qualquer tipo de satisfação ao cliente. Horrível!"
22625,5,Ótimos produtos. Chegaram bem antes do previsto.
22626,5,Muito bom o atendimento da loja. Recebi o produto antes do prazo. 
22627,5,"Gosto muito de comprar pelo site das Lojas lannister, além de seguro, as entregas chegam bem antes do prazo.
Recomendo sempre aos meus amigos o site das Lojas lannister.
Parabéns "
22628,5,Tô usando a pouco tempo mas por enquanto atendeu minhas expectativas.
22629,5,"Produto entregue antes do prazo estipulado , bem embalado e ótima qualidade"
22630,2,"Recebi o tapete mas a estampa não é a mesma da foto de descrição. Esperava uma única tonalidade, no entanto, ele é composto por dois tons (forte e claro) bem diferente ao prometido no anúncio. "
22631,5,Tudo certo
22632,5,"Produtos corretos recebidos dentro do prazo, como sempre!"
22633,5,Ótimo
22634,5,"entrega antes do prazo. ótima
"
22635,5,"Gostei do produto escolhido e principalmente da rapidez da entrega recomendaria a loja sim obrigada. 
"
22636,5,Muito bom e chegou antes do prazo.
22637,5,"produto em perfeito de otima qualidade e em perfeito estado .
entrega no prazo dado pela empresa
muito satisfeita com a compra 
eu super recomendo o produto e a loja"
22638,4,"Compra perfeita,entregue qantes do prazo,baratheon melhor loja Virtual do pais"
22639,5,recomendo esse fornecedor a qulquer momento
22640,4,O produto chegou no praso
22641,5,"Excelente produto, acdorei! Compraria novamente!"
22642,4,boa opção para compra
22643,1,"Não mandam outro nem cancelam a compra anterior, ou seja, descaso."
22644,5,"Tudo certo, bem embalado, postagem / entrega rápida."
22645,1,houve erro na entrega do produto. Espero que tudo se regulariza para poder mudar minha avaliação atual
22646,2,"Os quadros são de baixa qualidade.
A resolução das imagens deixa muito a desejar."
22647,5,PEDIDO DE ACORDO COM O SOLICITADO.
22648,2,"eu fiz o pedido de 3 cone pagando 150,00 reais e so me entregaram 1.quero saber se vao me entregar caso contrario recorrerei a justiça."
22649,1,produto veio errado
22650,2,"Não faz sentido demorar 1 semana para postar, não tinham a mercadoria, então como pode vender uma mercadoria que não tem em estoque."
22651,3,O produto foi entregue com algumas avarias.
22652,4,"Produto veio como mostra na foto,veio certinho e chegou Antes do prazo,super recomendo,amei"
22653,5,satisfatória. 
22654,1,"Uma coligação de MERDAS ninguém da satisfação e solução aos problemas 
DESCASO TOTAL "
22655,4,"A loja foi perfeita, tudo certo. A colcha é fina, imaginava um pouco mais encorpada"
22656,5,Excelente
22657,5,Bom
22658,2,"para mim essa faixa nao funcionou, mais cada caso e um caso"
22659,5,Tudo ocorreu com forme foi dito
22660,4,Ok
22661,5,Amei a loja cumprem a entrega 
22662,2,"Prazo de entrega muito longo, um produto q poderia ter vindo em uma semana demorou um mês"
22663,5,Recomendo 
22664,4,Rapidez na entrega
22665,1,"Minha opinião é que foi propaganda enganosa, mostrou um produto e mandou faltando peças, isso não está certo."
22666,4,"entrega muito rapida, parabéns"
22667,5,bom produto e transporte rápido. Parabéns a todos os envolvidos!
22668,5,Recomendo
22669,5,"Adorei, entregue rápido. Mara Maravilha"
22670,5,"A LOJA é boa, compro há muitos anos, só que, desta vez, o PRODUTO VEIO DEFEITUOSO e já solicitei a troca."
22671,4,Produto chegou antes DO prazo. .compraria novamente 
22672,5,adoro mais ainda quando a entrega é antecipada
22673,5,Amei o conj! Foi entregue rápido! O conj é perfeito 
22674,5,"O produto é o que era esperado, agora as 5 estrelas são para a entrega, comprei em um dia e chegou no outro, sendo que o prazo era de 9-12 dias úteis."
22675,5,"Adorei o produto!!! Lindo, leve... Ideal para o verão!"
22676,5,"Entrega no prazo , recomendo a loja "
22677,1,Fiz compra de 3 kit Triskle e só recebi um kit...Falta dois Kits!!!
22678,1,Produto ainda nao foi entregue. Ainda continuo no aguardo.
22679,5,Ótimo produto. Chegou dentro do prazo e funcionou corretamente. Recomendo! 
22680,2,Aguardando para avaliar 
22681,5,Era isso mesmo qi eu tava querendo
22682,4,"Veio com um pequeno problema de aperto na entrada USB, mas nada muito sério..."
22683,4,nao tenho reclamacoes
22684,4,Cumpre Oq promete 
22685,1,Não recebi o produto...Não fui orientado....Não me ligaram....Estou muito puto!
22686,4,"Gostei, entregou antes do prazo estabelecido, recomendo"
22687,1,ja tem mais de um mes que efetuei a compra e ainda nao recebi o quadro ;.
22688,2,"Recebi o produto, porém, veio sem nota fiscal do produto. "
22689,1,"Ainda não recebi meu produto, o prazo era até hoje, mas nada ainda."
22690,5,"Vou comprar de novo..e top
"
22691,5,"Pena o produto não ter sido entregue em casa, tive q retirar nos correios."
22692,1,Meu produto foi cancelado sem eu solicitar
22693,4,Bom
22694,4,tudo como na descrição do produto recomendo !
22695,5,Produto de excelente qualidade e a entrega feita antes do prazo previsto.
22696,5,Muito bom
22697,4,Ótima aquisição feliz com a compra e entrega 
22698,3,não tem como dar opinião por enquanto porque o produto ainda não teve tempo de ver o efeito se realmente adianta mas espero que sim
22699,1,BOA TARDE! ACABEI RECEBENDO UM PRODUTO CUJA A COMPRA JÁ HAVIA SIDO CANCELADA. AGORA SOLICITO INSTRUÇÕES PARA DEVOLVE-LO. JÁ ENVIEI TRÊS E-MAILS PARA O ATENDIMENTO AO CLIENTE E ATÉ AGORA SEM RETORNO. 
22700,5,Produto correto e no prazo.
22701,2,Gostaria de informações sobre a não entrega do produto.
22702,5,"Produto novo, entregue conforme especificações do anúncio. Recomendo."
22703,2,"Difícil ajuste, cheira muito mal e é muito curto"
22704,4,Preciso receber meu produto!
22705,1,"Péssima empresa, não entregam os produtos. "
22706,4,O pedido chegou antes do prazo estipulado e veio certinho.
22707,4,O produto é muito bonitinho e bem acabado. O envio foi rápido e chegou perfeito. 
22708,5,"otimo produto.
atendeu minhas expectativas.
entrega no prazo.
super recomendo.

"
22709,5,"Chegou no prazo, tudo certo"
22710,5,"Entrega rápida, bom produto. Conforme anúncio"
22711,5,Infelizmente os correios demoram muito pra entregar. Compreendo que não seja culpa da loja.
22712,5,"Entregou antes da data em perfeito estado, e veio tudo certinho. Obrigado"
22713,3,Não gostei do produto o cabelo fico só um pouco platinado quase nada= não vale o valor que está sendo vendido 
22714,1,Mercadoria com atraso superior ao relevante.
22715,5,"a compra foi bem tranquila o produto chegou antes do prazo 
as tesouras são otimas super recomendo 
estou bem feliz obrigada"
22716,5,"PRODUTO ENTREGUE MUITO ANTES DO PREVISTO, INDICO targaryen, ÓTIMO FORNECEDOR."
22717,5,Entrega chegou bem antes do prazo. Produto bem acomodado. Agradeço pela pronta entrega e pelo serviço de qualidade!
22718,5,"Super recomendo, vocês estão de parabéns, ótimo trabalho! Obrigada...."
22719,5,chegou bem antes do prazo
22720,5,otimo serviço
22721,1,"Não recebi o produto correto.
Era um switc hdmi o correto. Mas não chegou.

Me enviaram um swith hub USB."
22722,5,"Fui atendido dentro de minhas expectativas, prazo, valor e produto. Além de poder voltar a comprar, recomento também..."
22723,5,"A entrega foi rápida, até antes do prazo estipulado."
22724,5,Produto atendeu as expectativas e a entrega foi rápida.
22725,3,"Produto ok, no entanto a cor é ,mais escura que a da imagem do anuncio. "
22726,5,Muito bom
22727,4,Queria que tivesse chegado mais rápido ...
22728,4,"Excelente produto, recomendo."
22729,5,Que agilidade! Obrigada
22730,5,Muito bom comprar por lannister
22731,5,fiquei satisfeita com a compra me entregaram antes do prazo previsto
22732,5,Ja fiz duas compra pela internet nunca tive atraso sobre meu perdido so tenho agradece a vcs pela entrega obrigado 
22733,1,O produto não chegou....minha bebê nasce no inicio de março e não tenho bolsa da maternidade...pois essa que comprei não chegou...paguei frete e não entendi o porquê de vir via pac...esta demorando
22734,3,"A espada que chegou n foi a que pedi, veio cor e tamanho diferente."
22735,5,"Acabamento, qualidade e beleza! Tem mais, ganhei um chaveiro de brinde ! "
22736,3,"Comprei um kit para casael e um para solteiro. Apesar de tê-las comprado no mesmo carrinho, paguei dois fretes e as encomendas vieram separadas. O de solteiro não foi entregue na minha casa e retornou"
22737,3,"Recebido no prazo, porém a parte externa da caixa apresenta um grande amassado, como se tivesse caído de quina. Farei um serviço c/ eletricista e instalarei o relógio. Aí verei se esta tudo OK mesmo. "
22738,5,Muito bom em atendimento e envio de mercadoria no prazo correto
