,review_score,comments,sentiment
25165,5,otim compr,1
25166,4,atend necess bem acab tamb acéssori boa grelh inclusiv possu peg ocup pouc espaç boa aquis compr,1
25167,3,aind utiliz produt vei corret praz entreg dev,0
25168,5,recom loj tud corret,1
25169,5,tant produt perfeit est bom entreg dentr praz,1
25170,5,sup recom,1
25171,1,bom,0
25172,5,tud conform combin,1
25173,3,,0
25174,5,ótim,1
25175,1,cor produt entreg conf ped cor mant ped cor tabac mant entreg cor cinz,0
25176,5,entreg ant praz apes ter sab escolh sell atenci lig dia seguint dand outr opç sup recom entreg jat,1
25177,3,produt entreg err aind receb compr,0
25178,5,ador entreg ant praz,1
25179,4,produt conform anunci aguard quant result,1
25180,4,ame pot receb sup rápid vei bem ant praz vei falt pouc pint geral ótim,1
25181,1,compr bat 12v xb 1270 receb xb 12al amper men efetiv compr,0
25182,5,bom produt mater qual,1
25183,5,bom,1
25184,3,bonit qual mto boa dia dia bom infeliz,0
25185,1,boa noit solicit fronh pret receb marrom,0
25186,1,mater feit bols frac péss qual,0
25187,5,produt ótim qual entreg perfeit,1
25188,5,receb mercad bast anteced parabém stark parc,1
25189,1,parc outr loj porc moment der sastifaça,0
25190,5,aparec algum outr produt inter nest loj cert far nov compr nel,1
25191,5,empr pontual,1
25192,4,ped entreg bem ant praz obrig sup recom,1
25193,5,produt ótim qual cheg bem ant praz,1
25194,5,ador produt,1
25195,2,bom gost atend vei bem ant praz,0
25196,4,receb ant praz embal perfeit recom produt bonit,1
25197,3,pouc demor tud bem,0
25198,5,ador stark entreg sempr bem ant praz produt ótim,1
25199,1,anunc produt estoqu aind cancel compr cart,0
25200,5,receb temp hável produt super expect satisfeit sup recom arras,1
25201,5,produt bom loj tb recom tod que adquir produt,1
25202,5,ótim produt bem embal entreg antecip dat marc bom obrig bom natal,1
25203,2,aind receb produt,0
25204,4,produt bom porém resist,1
25205,5,excel compr,1
25206,4,produt entreg obrig,1
25207,5,sit séri,1
25208,5,ach talv entrg praz sei real entreg praz prest muit atenç entreg dia 10 07 att,1
25209,4,gost fabul porém dúv poi pá mex teflon deu enrug sei norm gost sab,1
25210,5,produt idênt descr,1
25211,5,bom rapid intreg tao parabém,1
25212,1,cad produt nenhum tip retorn compr doi lig diz envi hoj esper nad,0
25213,5,produt bom acord figur mostr entreg ant program gost compr lannist,1
25214,4,ond poss encontr filtr zumax zuf 2222 mog cruz grat,1
25215,5,tud perfeit,1
25216,3,ped dua unidad produt entant receb,0
25217,5,cheg ant praz parabém,1
25218,5,bem embal,1
25219,2,cor cáqu ros azul bom,0
25220,5,receb produt cert ant dat prev bem ant,1
25221,1,mand produt marc compr,0
25222,1,compr kit min berç praz entreg dia 14 02 send hoj entreg empr deu satisf algum algum outr dat entreg,0
25223,5,produt top,1
25224,5,ador tecl,1
25225,5,empr efici entreg rap,1
25226,5,ótim produt cheg ant dat prev,1
25227,5,produt entreg adequad acondicion praz report,1
25228,4,ach falt atual aplic quant rastre produt porqu receb encomend aind aplic encontr diz aguard not fiscal,1
25229,5,blz cheg praz conform combin satisfeit indic loj,1
25230,5,ótim produt praz entreg,1
25231,5,correi continu engan consum cobr fret entreg produt cas mai comod client sempr aleg áre segur p entreg,1
25232,4,produt bom,1
25233,5,opin entreg praz import satisfatóri,1
25234,4,bom cheg rápid corret gost,1
25235,5,entreg praz equip atend necess excel aquis,1
25236,5,produt super expect cheg dentr praz,1
25237,5,excel entreg produt,1
25238,5,otim produt conform anunci,1
25239,4,efici empr ótim atend,1
25240,4,reocom,1
25241,1,receb mercad inform respost nad nad,0
25242,5,bols bonit grand espaç cheg ant praz ame,1
25243,5,okokokokokokokokokllpkoklkoklkoklklk mkkkkkmkm kkkkkkkkkkkkkkkkkkkkk kkkkkkkmkkmmkkkkk bbbbbbnbnnnnnnnnnnn nnnnhgfdfhhdghfvgchhfbjvbhfcbj hgffgtdvhrchyfhyhbjrfhuy hhfghyfhyvjyvjugf ggfghgghffhhfvhggh,1
25244,1,poss avali loj conclus ped sonh pia sei culp loj correi receb produt,0
25245,5,recom ok,1
25246,5,not dez,1
25247,4,recom,1
25248,1,compr churrasc 5 unidad estoqu após compr aprov receb contat loj aleg fim estoqu suger outr model assim envi 3o model difer,0
25249,3,coloc dat hje cheg new dat prev entreg vc coloc dinov,0
25250,1,poss avali enquant produt post ocorr grev pal obrig,0
25251,5,bom receb prac cert,1
25252,5,problem,1
25253,4,produt exat esper perfeit,1
25254,1,produt outr cidad retir pag fret entreg cas,0
25255,3,peç vier conform solicit por med vier conform ped,0
25256,5,produt exat imagin,1
25257,2,olá compr produt just térm surpr coloq águ bem gel dur 1h recom loj produt,0
25258,1,senh receb produt sáb entreg p sobr ont vésp pres natal envi par patim soment lad direit sobr chor estav,0
25259,5,produt cheg cert bem embal dentr praz,1
25260,4,vou guard nom loj entreg rap produt qualudad,1
25261,4,conform solicit praz inform,1
25262,5,vou continu compr cert gat,1
25263,1,receb produt difer compr mand 2 email aind comunic,0
25264,1,fiz compr 2 it pag fret esper entreg cas porém faz retir correi pra surpr cheg cas abr caix tin,0
25265,5,produt excel qual recom,1
25266,1,ach lannist dev ter obrig exig cumpr praz,0
25267,2,falt 1 produt cheg fatur cheg lanch cheg resid,0
25268,5,produt conform descr entreg dentr praz,1
25269,5,tud ok loj confianç,1
25270,5,rápid efici,1
25271,1,2 mes esper receb produt divid dua vez pag dua vez receb produt vergonh ind procon poi baratheon atend telefon vergonh,0
25272,5,ótim,1
25273,5,entreg pouc ant praz mostr efici entreg possu facil form pag obrig agradeç tod beij,1
25274,4,recom compr nest loj entreg pontual,1
25275,1,mal aten client entreg mercad praz,0
25276,5,bom recom tod,1
25277,1,gost compr combin,0
25278,1,receb soment 1 produt apes ter ped pag 2 gost qual quer devolv,0
25279,1,compr 3 luminár receb apen 1 const ped receb 3 agor faç precis 3 pq compos tô mão at,0
25280,5,produt bom cheg ant esper,1
25281,5,recom entreg sup rápid produt ótim qual,1
25282,5,,1
25283,5,sit segur compr,1
25284,5,ok,1
25285,1,pod ter sid melhor entreg resid poi enfrent tremend fil retir correi,0
25286,2,receb doi carreg por referenc difer model cdq x28 corret outr dei pres nao serv,0
25287,5,loj efici produt bem embal entreg ant praz,1
25288,2,receb soment porém compr dua gost qual produt vei embal etiquet fic impress us compr present quer devolv lá,0
25289,5,entreg rápid bem ant estim real demonstr sit bom excel tamanh cor qual,1
25290,5,ok,1
25291,4,bom recom parabém entreg praz,1
25292,1,ja segund encomend cheg dat prev anteri demor aind cheg,0
25293,5,gost bast grand bonit,1
25294,5,bom recom fácil compr send inform tod process compr cheg rápid bem ant praz previst,1
25295,1,receb relógi digit pres dat dat,0
25296,5,excel indic tod,1
25297,3,encomend caix abert produt cheg perfeit est,0
25298,5,,1
25299,1,compr doi cartuch impres ped pag doi cheg cartuch consig fal ninguém respeit diss,0
25300,4,vei funcion perfeit,1
25301,5,bom vei exat descrit,1
25302,3,acontec pequen diverg entreg porém consegu resolv junt loj atrit form geral atend necess,0
25303,3,produt qual inferi imagin alt val,0
25304,4,cheg dentr praz bem embal tud cert,1
25305,5,recom ótim,1
25306,5,ótim entreg bem ant praz,1
25307,5,entreg rápid lind ame,1
25308,5,recom loj pra tod,1
25309,1,produt nunc cheg unidad cidad,0
25310,3,produt entreg ret lo correi segund tent porqu ming inform hor funcion retir produt fiq satisfeit entreg,0
25311,5,recom poi simpl compr receb perfum prefer tranquilamtranquil cas melhor aind preç bom,1
25312,5,produt cheg ant previst possu ótim qual recom,1
25313,5,entreg ant praz mont aind aparent bom,1
25314,4,bom cheg ant praz,1
25315,5,satisfeit parab sup recom,1
25316,5,produt ótim qual entreg praz preç ótim sup indic loj produt,1
25317,5,ach excel segur produt exat fot recom encurt praz entreg fiq ansi mercad,1
25318,5,produt ótim acab val melhor encontr entreg realiz ant previst,1
25319,4,cal fret saiu quas metad preç produt ach q precis avali val,1
25320,5,bom serviç,1
25321,5,receb ant praz previst recom,1
25322,1,compr dua unidad receb apen val dua hj esper resoluç problem respost inúmer mail mand not zer,0
25323,5,bem expecific anúnci cumpr praz produt q esper,1
25324,1,produt assent carr mant cheg dat difer sapat aind cheg,0
25325,4,surpreend entreg rápid produt bonit maci entreg ant praz produt bonit maci atrás ant derrap,1
25326,1,produt volt sequ lig pra sab proced pra mand nov,0
25327,3,anúnci fal compr produt ganh brind compr 2 produt receb qualqu brind,0
25328,2,precis pranch nunc acontec comig sempr compr sit sempr cheg ant venc dest vez venc ñ cheg aind vej vc pod faz prec val,0
25329,5,recom cert,1
25330,4,compr rio mand entreg paran cheg bem embal ant dat prev vi produt abert noit natal far nov avali,1
25331,5,produt entreg corret ant praz estipul satisfeit,1
25332,5,produt lind ador,1
25333,2,receb produt por gost ja solicit devoluç ate pres moment nao retorn,0
25334,5,sempr satisfeit,1
25335,4,gost compr aqu sempr produt cheg dia,1
25336,5,bom,1
25337,1,cheg tecl mous cpu comput nao,0
25338,5,bem atend empr sér profiss,1
25339,5,opin precis parabém,1
25340,3,entreg ant dat prev ach pequen fic larg puls,0
25341,1,insatisfeit poi receb produt compr compr carreg asu zenfon asu selfi cab cheg serv celul,0
25342,5,satisfeit produt preç praz entreg,1
25343,5,produt entreg ant previst excel,1
25344,5,enquant tud bem produt nad reclam,1
25345,5,boa compr entreg ant praz,1
25346,5,bom,1
25347,2,lustr vei lâmp,0
25348,4,perfeit top pens pouc mai,1
25349,5,produt cheg dentr praz recomend use ador,1
25350,5,recebí acord anunci,1
25351,5,produt entreg bem ant praz bem embal acord especificaço muitiss satisfeit not max empr,1
25352,1,gost produt compr fot nad mercad recom,0
25353,5,entreg bem ágil,1
25354,4,satisf produt tud entreg temp cert obrig,1
25355,3,entreg rap,0
25356,4,ok produt exat aguard praz entreg men previst porém ach val transport pouc elev,1
25357,5,produt qual conform anunci entreg ant combin,1
25358,5,mto bom,1
25359,1,mater ruim garant,0
25360,2,entreg apen 1 produt cor err vei branc compr beg,0
25361,2,infeliz deix desej porqu pag 45 real entreg entreg resid acontec ir angenc correi pra busc ped,0
25362,5,produt entreg super expect,1
25363,5,ótim produt,1
25364,2,var vez ja compr tod ir busc correi tenta faz entreg lannist ob so lannist outr qualqu merc livr cheg lannist,0
25365,5,produt bom use moment super expect,1
25366,1,gost porqu cheg marc cheg,0
25367,5,cheg tão rápid deu temp receb email confirm pag,1
25368,1,compr sling pret vei azul esp mê cheg caus grev correi agor esper quant dia troc lament,0
25369,4,cheg ant praz tud cert conform anúnci,1
25370,1,produt aind cheg chate dem,0
25371,5,produt bonit mater bom satisfeit compr,1
25372,3,pod ter cheg rápid,0
25373,5,produt ótim acab super expect recom,1
25374,1,mens envi desd dat receb compr complet falt 1 cartuch just car color,0
25375,5,sup indic entreg sup rápid,1
25376,5,sit sempr confi compr recomend,1
25377,5,bom recom,1
25378,5,cheg bem ant praz conform descr acab bom preç melhor demal loj,1
25379,5,entreg praz recom baratheon,1
25380,5,produt qual entreg dentr praz bem embal,1
25381,5,produt ótim qual compr nov cert,1
25382,4,dev outr quadr ser grand precis devolv,1
25383,5,ame entreg ant dat prev continu assim,1
25384,5,recom loj efici entreg,1
25385,1,fiz compr dess bomb promoç porém efetu pag esp dur 1 seman notific produt dispon estoqu,0
25386,5,serviç produt ótim,1
25387,5,cheg bem ant aind test,1
25388,1,receb pag fret p cheg cas nao pra ir correi retir,0
25389,5,ótim,1
25390,4,aparelh bom falt fio lig eletric vc compr pag car aind compr fio,1
25391,5,recom,1
25392,5,bom recom tod,1
25393,5,tud dentr esper,1
25394,5,ame,1
25395,5,satisf garant,1
25396,5,bom produt entreg praz,1
25397,5,trans ocorr norm conform ped,1
25398,1,pass 2 dia dat entreg aind receb encomend,0
25399,5,red mac grand ador recom,1
25400,1,chate últ compr sit hoj dia 26 aind receb produt,0
25401,4,receb produt form corret ant dat estipul satisfeit,1
25402,3,produt entreg praz previst aind test avali,0
25403,5,cheg ant program mto bom,1
25404,5,pod mand brind,1
25405,5,produt entreg praz excel qual dorm lad corret travess dorm barrig cim corret travess pouc baix,1
25406,5,perfeit entreg conform combin ótim vend,1
25407,1,aind aquard produt entreg caus dan trabalh lamenta cab process,0
25408,5,cheg ant praz excel produt aind use vi vou gost,1
25409,1,praz entreg 15 dia assim entreg compr dess loj lannist dev ter mai control parc tamb culp,0
25410,1,30 dia pra receb mercad praz dia 11 agor nad protocol mail nenhum respost absurd,0
25411,1,produt condiz descr baix qual preç cois chin q cust 10 00 máx solicit dinh volt porém loj entr contat péss,0
25412,5,gost bast compr loj recomend amig compr loj,1
25413,5,envi tud sup embal bem cuidad mater otim qual,1
25414,1,produt aind nao entreg encontr trânsit aind quer sab aind vou receb,0
25415,5,mist sup bem ótim,1
25416,5,pod vir adapt tom junt cab usb,1
25417,5,entreg rápid tud cert,1
25418,5,sup recom,1
25419,4,gost relógi compr so falt man,1
25420,1,3 confirm compr hav sid cancel receb it agor quint vez fal centr client ped aguard 2 dia parec loj,0
25421,1,produt iron gym inform sit exij dinh volt,0
25422,5,ótim ador produt entreg praz bom recom,1
25423,1,nao receb produt agor,0
25424,2,receb soment part ped,0
25425,5,tud cert praz produt corret,1
25426,5,entreg muit rápid ant praz show produt perfeit est,1
25427,1,esper produt fest aniversári filh fim seman sempr compr baratheon nunc compr chate sei mont fest pequen,0
25428,5,excel produt lind tom qual entreg ant praz previst,1
25429,1,poss ter alegr recomend loj lannist pra ninguém perd medic inst bem saúd produt cheg ed tou contrarri tant comerc fiq aborrec,0
25430,2,discr relógi masculin agor mão parec feminin pequen gost quas enxerg númer,0
25431,5,ame produt,1
25432,5,cheg ant praz sup recom,1
25433,1,receb aind praz dia 12 faç agor,0
25434,5,receb problem ant praz conform anunci aind coloq est pra ver ok enquant tud cert,1
25435,4,produt entreg dentr praz perfeit est aind test dar melhor respost,1
25436,2,fot,0
25437,5,ador produt cheg ant praz indic satisfeit recom,1
25438,5,produt excel qual,1
25439,4,compr receb praz legal loj,1
25440,3,melhor colch cobr leit,0
25441,5,entreg rápid,1
25442,5,receb produt ant praz previst bom,1
25443,4,ok,1
25444,1,produt disponibil pens loj lannist acab perd client,0
25445,3,vei garant discr fal vinh 12 mes,0
25446,3,boa tard receb produt porém defeit cort mass cort corret,0
25447,5,compr lannist fic satisfeit produt val praz entreg super expect poi cheg bem ant previst parc am show,1
25448,4,compr sempr cheg ant praz tud bom atend otim,1
25449,5,ame cheg praz combin perfeitoooo parab fiq mto satisfeit,1
25450,4,otim,1
25451,1,fiz compr 3 peç produt vend 2 unid receb apen dua caix ach est 2 produt 1 caix outr outr porém bandej cor branc entreg,0
25452,5,produt excel entreg feit ant praz,1
25453,5,tud ocorr corret,1
25454,5,produt atend real most bom acab entreg ant temp,1
25455,4,produt cheg suj pequen av quas compromet mont,1
25456,5,perfeit embal amass,1
25457,1,compr pag produt lorenzett chuv duch duo show 7500w 220v receb duch lorenzett advanced turb multitemperat 7500w 220v cheg cust quas met val,0
25458,5,agradeç atend rápid entreg produt assim continu compr aind port lannist poi oferec preç descont acess,1
25459,5,tud bem entreg 10 dia ant grat,1
25460,1,vend cartuch falsific us mens impres hp tent instal cartuch provid soment sob press enorm perd temp tod process,0
25461,5,entreg praz,1
25462,4,ótim,1
25463,5,excel produt bom agor compr fic entreg praz direit recom,1
25464,1,aguard providenc,0
25465,5,satisfeit compr,1
25466,1,emit,0
25467,5,ótim entreg,1
25468,5,ótim produt lind recom,1
25469,4,obrig receb produt,1
25470,1,quer sab receb produt compr últ vez olh correi sid envi reg sul send mor salv,0
25471,1,ach produt mal acab,0
25472,5,cheg praz produt ped pra final bom pesc final seman,1
25473,4,vei tud corret tamanh panel pequen demal assim obrig atenç rapid,1
25474,5,produt melhor qual serviç melhor aind compr vez,1
25475,5,produt entreg ant praz perfeit cond recom,1
25476,1,receb produt,0
25477,1,possível pag fret produt nao cheg cas,0
25478,5,compr stark nunc atras prim vez tá tend atras justific porqu aind cheg aguard,1
25479,5,tud cert dev empr zel nom,1
25480,5,produt cheg boa cond praz estabelec,1
25481,5,ador perfum,1
25482,4,receb praz agor so test produt,1
25483,2,receb dua panel elétr err vei 220v ped 110v gost troc pq tom 220s 110v faç vc pod ajud favor,0
25484,5,bom recom vend,1
25485,5,ótim produt bem descrit cheg ant praz sup recom,1
25486,5,otim,1
25487,1,produt nao orig mau qual nunc compr teso nao fech bem vagabund tip dev cust um 10 real cad máx fiq mto put produt q vei,0
25488,1,produt entreg,0
25489,5,entreg rap produt vei perfeit est,1
25490,1,produt vei quebr cor err aguard troc,0
25491,5,satisfeit compr sit lannist poi tod compr hoj tod entreg dentr praz,1
25492,3,estoj relógi amass,0
25493,5,receb ant praz arom suav,1
25494,5,produt fiel anúnci difer outr loj parc lannist br loj confi recom,1
25495,2,cap mei boc atend propost,0
25496,5,produt ótim qual perfeit,1
25497,5,bom,1
25498,5,sempr satisfeit aquis qq produt canal,1
25499,5,númer grand luz vermelh fort observ long recom,1
25500,5,entreg ant praz,1
25501,5,gost produt,1
25502,5,sempr lannist entreg produt ant praz efici sempr marc registr produt bonit recom lucian apiaí sp,1
25503,4,produt cheg problem compr 4 ton mesm loj cheg sid prát cheg junt sort cas tod vez,1
25504,4,ja esper mochil pequen ms minuscul cab livr vou ter compr past bonit filh amou,1
25505,5,produt bom,1
25506,1,pouc frac,0
25507,5,ach vc bem corret entreg,1
25508,2,películ vidr acríl portant correspond produt ofert,0
25509,1,nao receb produt,0
25510,5,bom atend,1
25511,1,produt aind entreg avali,0
25512,5,cheg ant,1
25513,5,produt cheg ant previst boa cond armazen,1
25514,2,qual deix desej preç,0
25515,5,produt cheg praz,1
25516,4,tod vez compr sit entreg busc post entreg correi poi entreg residenc tud ocorr perfeit,1
25517,3,ach entreg pod rap,0
25518,5,otim,1
25519,1,bom produt bom compr 5 rad vei 3,0
25520,1,imag descr mostr dua part cortin vei apen pra mim,0
25521,4,part vei amaç dificult mont recom produt val qual deix satisfeit,1
25522,5,receb produt ant previst parab lannist,1
25523,2,fiz compr trê produt cheg doi vc vão faz,0
25524,5,vend cumpr tud avenç entreg sup rápid,1
25525,4,compr doi produt entreg apen,1
25526,5,gost compr nest sait fic satifeit ach barat outr,1
25527,2,sup atras ped acompanh entr contat comig,0
25528,4,tir fat fot relógi parec prate descr diz pret prate prefer pret not emit val difer tud ok,1
25529,3,fiz compr 5 quant entreg 4,0
25530,5,entreg rápid bom produt,1
25531,5,produt cheg ant previst pen quebr dia compr péss qual,1
25532,5,jog pincel maravilh val pen,1
25533,3,receb produt corret porém val produt nf fic men r 172 00 send compr 219 90 val fret calcul r 18 90 vei r 93 00 gost viess corret,0
25534,5,bom,1
25535,5,bom praz cert,1
25536,1,compr 2 cloret magnési cheg apen 1 unidad,0
25537,5,bom compromiss pontual client,1
25538,1,pelicul cheg quebr tamanh err,0
25539,3,entreg soment produt arranh cant falt entreg aind,0
25540,5,produt cheg corret perfeit maravilh esper,1
25541,5,ok,1
25542,5,produt vei bem embal conf descr anúnci nf vei junt problem us vam ver dá result,1
25543,4,legal receb produt bem ant praz tec inform estamp legal precis qual atend esper,1
25544,5,gost otim produt,1
25545,1,mê realiz compr hj not fiscal emit consig entr contat tão pouc der satisf parc irrespons stark recom,0
25546,5,produt cheg ant praz exat esper,1
25547,1,praz entreg produt cumpr tend nenhum suport loj recom,0
25548,5,bem atend,1
25549,5,produt cheg dentr praz estim lent atend expect desenvolv p ouriv,1
25550,5,entreg rápid relógi design bonit,1
25551,2,produt cheg not fiscal aind instal portant aind poss diz cond uso,0
25552,3,produt parec bom use aind pec entreg,0
25553,3,entreg muit rápid,0
25554,1,ped 2 so mand 1 nao consegu devoluç dinh,0
25555,5,bom,1
25556,5,ta parab,1
25557,5,excel produt orig caix man garant cheg praz gost,1
25558,4,apes ter receb produt corret caracterís fot sit nao mostr cl produt,1
25559,3,gost atend porém receb apen unidad dua compr aguard soluç problem obrig,0
25560,5,entreg feit ant praz produt fácil mont,1
25561,3,cart ótim qual bom acab precis carreg cnh cart serv cnh cap porém precis carreg ident ident func cab kkkkkkkkk,0
25562,5,receb produt ant praz previst excel atend,1
25563,1,compr livr educ físic organiz curricul anúnci fot envi receb livr nom educ infantil cooper quer dinh volt,0
25564,4,produt entreg ant praz,1
25565,5,mai imagin art bem feit sup recom,1
25566,5,coment,1
25567,3,entreg demor,0
25568,2,encaminh email inform problem entreg entr contat sab iam devolv dinh prorrog praz entreg der respost,0
25569,1,produt entreg entr contat lannist aind neo deu retorn,0
25570,5,excel produt parabém entreg dentr praz obrig,1
25571,4,gost poi receb email diz compr tid problem tent soluc email ninguém respond compr cheg dia,1
25572,5,produt conform especific anúnci cheg ptaz,1
25573,1,ent vend ter preocup acompanh produt vend cas perceb algum problem inform compr nad diss acontec,0
25574,5,ótim serviç entreg antecip produt corret,1
25575,4,decis produt diz pod coloc ar condicion 12 000 btu verdad plug 10 amp indic pra ar condicion dev 20 amp,1
25576,5,ótim produt,1
25577,5,bom excel entreg,1
25578,1,aind receb bas dermacol 223,0
25579,5,excel,1
25580,1,péss proced vergonh nad entreg agor absurd descas client,0
25581,1,produt fal cortin plás dev melhor especific engan bem consum gost,0
25582,5,tud ótim,1
25583,5,ótim entreg,1
25584,1,receb carr bebê confort vei quer produt complet,0
25585,1,produt 60xl pret entreg 02 unidad adquir 03 unidad,0
25586,3,receb parc ped trê relógi receb apen doi quer sab porqu,0
25587,5,cade top fácil instal pé fal curt bast,1
25588,3,lojist entr contat diz hav produt escolh mostr ai consegu entr acord,0
25589,5,otim,1
25590,1,dem,0
25591,1,receb produt vc diz entreg dia 21 agor nad consig contat ninguém,0
25592,3,ótim produt gost,0
25593,5,demor receb meil cois pra pres ninguém merec receb,1
25594,4,mater frágil fácil mont cumpr obje coloq casac invern seg mont aind hahah,1
25595,5,bom atend gost espec notific sobr acompanh itiner produt entreg dá sens seguranç,1
25596,4,receb moment soment 2 pend send compr 3 aguard poi aind praz esper receb obrig,1
25597,4,,1
25598,5,excel produt entreg rap,1
25599,1,receb mens problem entreg consult sit vi correi acus receb produt envi mens stark loj respond,0
25600,1,compr model envi outr,0
25601,5,control otim,1
25602,5,excel produt bom qq fotógraf,1
25603,4,loj excel client vari ano,1
25604,1,gost sab porqu aind feit reembols produt entreg solicit cancel sit,0
25605,5,entreg rápid gost precis volt faz negóci agor falt test produt func poi test lev cert temp,1
25606,3,compr 3 objet cheg cert vir td junt err,0
25607,5,produt bom entreg rápid recom,1
25608,4,receb produt perfeit cond dentr praz,1
25609,5,produt bom ótim mater,1
25610,1,aind poss avali loj poi receb produt defeit desd sáb tent entr contat aind obtiv nenhum respost,0
25611,5,produt cheg temp bom,1
25612,1,lament inform aind receb produt adquir desapont loj lannist client antig nunc acontec ant peç pront provid,0
25613,5,gost parabém compromiss consum,1
25614,4,loj confi,1
25615,4,ótim produt entreg praz,1
25616,5,cheg ant praz,1
25617,5,produt otim qual,1
25618,1,cheg aind encomend motiv dev correi,0
25619,1,aind receb produt,0
25620,1,cert poi aind receb produt,0
25621,4,otim produt receb praz cert recoment,1
25622,2,aguard produt,0
25623,1,nao receb produt problem receb dinh volt,0
25624,3,recom tod,0
25625,5,excel ped entreg parabém,1
25626,4,mercad entreg dentr praz recom sit compr,1
25627,5,gost entreg ant praz,1
25628,4,dev grev caminhon produt aind entreg,1
25629,4,pian lind emb cheg algum dan,1
25630,5,aind avali produt porém cumpr funç prev dur uso est bast satisfeit compr,1
25631,1,compr 2 receb,0
25632,5,produt vei cert caix man vei cor cert cheg ant praz esper sup recom littman ótim,1
25633,1,nunc vid far compr on lin entr ouvid pq n receb produt ja envi mail ning posica,0
25634,5,ótim,1
25635,1,olá quer inform produt entreg,0
25636,3,tud ord,0
25637,5,sempr compr loj améric agor mim arrepend recom sempr,1
25638,5,aparelh atend expect,1
25639,5,entreg rápid efici sup satisfeit,1
25640,5,cheg bem ant esper,1
25641,5,ótim produt,1
25642,5,cheg ant praz,1
25643,3,fot produt parec mai,0
25644,1,aind receb produt pass praz estim pag fret,0
25645,5,excel,1
25646,5,perfeit,1
25647,1,ped lanch vei propagand engan,0
25648,4,bom,1
25649,5,aconselh compr nest loj entreg ant praz,1
25650,5,produt entreg ant praz excel,1
25651,5,mult bom produt conform especific,1
25652,5,compr 2 unidad receb 1 unidad aind pag 2 fret vir junt,1
25653,4,sempr entreg praz mercad ótim qual,1
25654,5,produt cheg bem ant praz conform anúnci,1
25655,1,carreg vei,0
25656,5,satisfeit produt empr,1
25657,5,receb ant praz retir agênc correi rápid recom obrig,1
25658,4,estamp sit outr tec fin demal tud bem,1
25659,1,ped realiz dia 04 01 hoj dia 31 01 pedidk aguard not fiscal entreg,0
25660,3,bom produt,0
25661,1,const entreg cheg nad,0
25662,1,hoj dia dat moment receb produt previst entreg 14 07,0
25663,2,receb soment part produt,0
25664,5,excel super expect vou faz nov compr fim me not 10,1
25665,5,boa loj,1
25666,5,produt entreg extrem rap,1
25667,5,sempr compr lannist nuc problem,1
25668,1,efet compr doi fon dess model porém vei vei defeit desej devoluç declar complet insatisfeit,0
25669,1,receb outr perfum emcomend,0
25670,5,lind papel pared,1
25671,5,excel,1
25672,4,entr contat loj doi dia poi falt berloqu agor respost esper resolv demal vier bem embal,1
25673,5,recom produt corret test funcion ok,1
25674,5,baratheon not 1000 pra vc,1
25675,1,péss além entreg produt compr dezembr dão trabalh pass qualq tip inform atual,0
25676,5,òtim vend recom,1
25677,5,produt receb ant praz previst,1
25678,5,produt vier corret entreg ant praz cheg tud bem embal nenhum arranh,1
25679,1,bonec vei acord especific ví quiosqu lannist,0
25680,4,prim compr loj sup satisfeit receb produt bem ant praz recom tod obrig,1
25681,5,ótim qual bonit entreg feit ant praz,1
25682,1,produt mê compr pass temp estim entreg agor previs entreg,0
25683,1,engan produt simil bosch nao prest atenç hor compr surpr receb vi produt simil pra compr produt dess,0
25684,5,rap perfeit,1
25685,4,possível fal loj tir dúv sobr produt,1
25686,5,entreg rápid segur loj boa,1
25687,1,receb produt praz edt defeit aguard instruço devoluç,0
25688,1,nao receb produt aind 2 mes,0
25689,5,receb produt praz exat esper bom recom sim,1
25690,5,ótim produt,1
25691,5,produt entreg dentr praz corret,1
25692,5,quadr lind vier bem embal cheg sup rápid,1
25693,1,indisponibil qualqu produt dev imediat retir sit evit constrang consum,0
25694,5,bom,1
25695,4,bom atend cumpr praz,1
25696,5,recom loj produt,1
25697,4,recom vend poi env ped praz,1
25698,5,bom atend,1
25699,4,qual excel entreg ant praz,1
25700,1,produt paralel vend orig quer devolv praz entreg 20 dia utel excess,0
25701,4,praz long demal rest tud cert,1
25702,5,excel obrig ótim produt,1
25703,3,ped 3 produt receb sit apresent sit const receb cap calcul hp verdad receb sai cam queen,0
25704,3,aind poss avali,0
25705,1,agor receb produt pass 4 dia dat entreg,0
25706,1,receb mercad insatisfeit poi segund vez acontec aguard soluç,0
25707,4,pag fret receb produt cas mt chat ter ir correi busc áre risc mor,1
25708,5,exat esper praz qual recom,1
25709,1,produt lev pequen sens confess fiq dúv orig ñ vei caix sim saqu plás cap velud marc impress,0
25710,2,loj boa problem praz acab deix desej,0
25711,3,kit vei incomplet falt lençol baix lençol cim gost envi,0
25712,4,bom entreg ant praz,1
25713,5,entreg feit ant previst perfeit produt corret,1
25714,5,apes mercad nao ter sid receb entr contat comig vao faz entreg correi,1
25715,1,dev alg empr entr contat avis produt,0
25716,5,otim,1
25717,1,falt respeit inter fornec pod produt emit not fiscal rapid despach entreg diz cheg unidad gonçal diz cheg nad,0
25718,5,produt exat descrit anúnci vend entreg praz recom,1
25719,5,ame bols receb praz combin,1
25720,1,compr 5 produt receb apen 1 send const entreg 4 not fiscal envi mail lannist pres moment respond aguard soluç,0
25721,5,produt entreg brind obrig,1
25722,4,produt cheg rápid perfeit est,1
